stop_code,stop_name
1631,Craigavon Park
1633,Connell Street
8997,Mitchell Street
8995,Armagh Road
1619,Endeavour Street
8355,Stop A Blockhouse Bay
8347,Blockhouse Bay Road/Puketea Street
8345,Blockhouse Bay Road/Matata Street
8343,Margate Road
8341,Holbrook Street
8339,Blockhouse Bay Road/Glenavon Shops
8337,Acton Place
8335,Chalmers Street
8333,Blockhouse Bay Road/Methuen Road
8329,Powell Street
8327,Cradock Street
8897,Williamson Avenue/Great North Road
8895,Schofield Street
8893,Grey Lynn Park
8891,Scanlan Street
8889,Woolworths Ponsonby
8886,Woolworths Ponsonby
8888,Scanlan Street
8890,Grey Lynn Park
8892,Elgin Street
8894,Williamson Avenue/Great North Road
8328,Blockhouse Bay Road/Great North Road
8330,Cradock Street
8332,Powell Street
8336,Blockhouse Bay Road/Methuen Road
8338,Chalmers Street
8340,Acton Place
8342,Blockhouse Bay Road/Glenavon Shops
8346,Glenavon School
8348,Blockhouse Bay Road/Matata Street
8350,Blockhouse Bay Road/Puketea Street
8584,Stop B Blockhouse Bay
7138,Endeavour Street
7126,Mitchell Street
1656,Connell Street
1658,Craigavon Park
5224,Harrybrook Road
5226,Bishop Street
5240,Green Bay Shops
5242,La Rosa Street
5144,Vinceroy Place
5142,Pinesong Retirement Village
5138,Avonleigh Road corner
5136,Taupiko Place
5134,Rahui Kahika Reserve
1649,Dolbear Street
1651,Stottholm Road
5159,South Lynn/Golf Road
5161,The Grove
5165,Arahoe School
5169,Hutchinson Ave/Willerton Ave
5171,Hutchinson Avenue/Gardner Avenue
5173,New Lynn School
8859,Stop B St Lukes
8219,Rocky Nook Avenue
8217,Morningside Station
8215,Morningside Shops
8213,Kingsland Avenue
8211,Kingsland Shops
7216,Ponsonby Road/Picton Street
7218,Summer Street
7220,Te Rimutahi
7222,All Saints Anglican Church
1304,Fanshawe Street
1060,Wynyard Quarter
1061,Wynyard Quarter
1303,Fanshawe Street
7223,Pompallier Terrace
7221,Ponsonby Methodist Church
7219,Summer Street
7217,Collingwood Street
8166,Home Street
8210,New North Road/Kingsland Station
8212,Kingsland Avenue
8214,Morningside Shops
8216,Morningside Station
8218,Rocky Nook Avenue
8220,New North Road/St Lukes Road
8863,New North Road
5225,Godley Road/Green Bay High School
8241,PAK'nSAVE Mount Albert
8237,Elim Christian College
8235,1028 New North Road
8233,Mount Albert Station
8231,Lloyd Avenue
8229,Ferndale House
8227,Alice Wylie Reserve
8225,Mount Albert War Memorial Reserve
8223,New North Road/St Lukes Road
8222,Mount Albert War Memorial Reserve
8224,Alice Wylie Reserve
8226,Ferndale House
8230,Mount Albert Shops
8232,Mount Albert Station
8234,1028 New North Road
8236,Elim Christian College
8238,Anderson Park
8240,PAK'nSAVE Mount Albert
5238,Godley Road/Green Bay High School
8861,Stop A St Lukes
7209,Leslie Avenue
8207,King Street
8205,George Street
8203,Mount Eden
8201,Mount Eden Road
7151,Symonds Street/Upper Symonds Street
7149,Symonds Street/Karangahape Road
7143,Stop D Auckland Universities
7069,AUT City Campus
7040,Wellesley Street/Hobson Street
7105,Dock Street
1324,Hardinge Street
1095,Vogel Lane
1083,SkyCity Auckland
7039,AUT
7154,Whitaker Place
7162,Stop C Grafton Bridge
7166,Symonds Street/Upper Symonds Street
8200,Mount Eden Road
8202,Mount Eden
8204,George Street
8208,New North Road/Sandringham Road
7292,Leslie Avenue
8866,Stop C St Lukes
1881,Lyon Avenue
8868,New North Road
4308,Copsey Place
8562,Rosebank Road corner
8564,Waterton Place
8566,Esmeralda Avenue
8583,Mead Street
1081,Maple Street
8572,Oregon Avenue
8568,Maple Street
8577,Avondale Road
8575,Esmeralda Avenue
8573,Waterton Place
8571,Rosebank Road corner
5908,Stop B New Lynn
8364,Taylor Street/Wolverton Street
1466,Taylor Street/Matata Street
8368,Chaucer School
8370,Taylor Street/Puketea Street
8372,122 Taylor Street
8295,Sunset Retirement Village
8293,Lynfield College Sports Field
1767,Lanseer Place
8279,New Windsor Shops
8277,Ted William Street
8272,New Windsor School
8274,Roseville Street
8265,Woolworths Mount Roskill
8325,Wesley Intermediate School
8323,Wesley Community Centre
8321,Walmsley Park
8319,Mount Albert Road
8317,Parry Street
8315,Sandringham Shops
8313,Edendale Reserve
8311,Edendale Primary School
8309,Sandringham Road/St Lukes Road
8307,Aroha Avenue
8305,Gribblehirst Park
8303,Ward Terrace
7167,Eden Park
8301,Sandringham Road/Kingsland Station
1053,Graham Street
7288,Kowhai Intermediate School
8300,Sandringham Road/Kingsland Station
1406,Eden Park
8306,Ward Terrace
8308,Gribblehirst Park
8310,Aroha Avenue
8312,Sandringham Road/St Lukes Road
8314,Edendale Reserve
8316,Sandringham Shops
8318,Parry Street
8320,Mount Albert Road
8322,Walmsley Park
8324,Wesley Community Centre
8326,Wesley Intermediate School
8266,Woolworths Mount Roskill
8273,Roseville Street
8271,New Windsor School
8278,Ted William Street
8280,New Windsor Shops
1720,Lanseer Place
8296,Lynfield College Sports Field
8298,Sunset Retirement Village
7033,Taylor Street/Bolton Street
1641,153 Taylor Street
8371,Taylor Street/Puketea Street
8369,Chaucer School
8367,Taylor Street/Matata Street
8365,Taylor Street/Wolverton Street
8462,Olympic Park
8459,Olympic Park
8457,Miranda Street
8453,Wolverton Street/Blockhouse Bay Road
8452,Pinewood Street
8454,Whitney Street
8276,New Windsor Road/Tiverton Road
8931,Christ The King School
8927,Richardson Road/Motorway Bridge
8925,Hendon Avenue
8811,Richardson Road
8813,Owairaka Avenue/Owairaka Park
8815,Owairaka Avenue/Owairaka Park
8817,Owairaka Avenue/Owairaka Avenue Shops
8822,Beagle Avenue
8824,Duncan Avenue
8833,Sandringham Road
8831,Beagle Avenue
8829,Euston Road
8810,Owairaka Avenue/Owairaka Park
8808,Hallam Street
8920,Owairaka Primary
8922,Hendon Avenue
8924,Richardson Road/Motorway Bridge
8928,Christ The King School
8275,New Windsor Road/Tiverton Road
8299,Whitney Street
8297,77 Tiverton Road
1503,Tiverton Road/Blockhouse Bay Road
8456,Glenavon Surgery
8458,Lansford Crescent
8460,Miranda Street
7139,Lynfield Reserve
8695,The Avenue
8693,Commodore Drive
8681,Canberra Avenue
8677,James Tyler Crescent
8679,Cape Horn Road
8451,Hillsborough Heights Village
8449,Glenveagh Drive
8447,Glass Road
8445,Budgen Street
8443,Dominion Road/Richardson Road
8441,Mount Roskill Fire Station
8439,Youth Street
8437,Puketapapa
8435,Denbigh Avenue Roundabout
8433,Memorial Avenue
8431,Mount Roskill Shops
8429,Louvain Avenue
8427,Kings Road
8425,Landscape Road
8423,Halesowen Avenue
8421,Telford Avenue
8419,Balmoral Shops
8417,Potters Park
8415,St Albans Church
8413,Mount Eden Methodist Church
8411,Ballantyne Square
8407,Stop A Valley Road Shops
8974,Charles Street
7063,Queen Street/Karangahape Road
7055,Stop E The Civic
7056,Aotea Square
7064,Queen Street/Karangahape Road
7137,Charles Street
8408,Bellevue Reserve
8410,Stop B Valley Road Shops
8412,Ballantyne Square
8414,Mount Eden Methodist Church
8416,St Albans Church
8418,Balmoral Shops
8420,Halesowen Avenue
8422,Landscape Road
8424,Kings Road
8426,Louvain Avenue
8428,Mount Roskill Shops
8430,Memorial Avenue
8432,Denbigh Avenue Roundabout
8434,Puketapapa
8436,Youth Street
8438,Mount Roskill Fire Station
8442,Dominion Road/Richardson Road
8444,Budgen Street
8446,Glass Road
8448,Glenveagh Drive
8450,Hillsborough Heights Village
8672,Cape Horn Road
8674,James Tyler Crescent
8676,Canberra Avenue
8690,The Avenue
8911,White Swan Road/Hillsborough Road
8913,Lynfield Youth & Leisure Centre
8915,Marshall Laing School
8917,Ellis Avenue
8919,Nirvana Park
8921,White Swan Road/Richardson Road Shops
8597,May Road/May Road School
7894,Turner Reserve
1407,Roma Road
7896,Stoddard Road Shopping Centre
8596,Gracedale Retirement Village
8594,Denbigh Avenue/Dominion Road
8499,Denbigh Avenue/Dominion Road
7285,Gracedale Retirement Village
1702,Stoddard Road Shopping Centre
8366,Roma Road
1419,May Road/May Road School
8933,McAlister Place
8918,White Swan Road/Richardson Road Shops
8916,Nirvana Park
8914,Haycock Avenue
8912,Lynfield Youth & Leisure Centre
8910,White Swan Road/Hillsborough Road
8405,View Road/Dominion Road
8403,Horoeka Avenue
8401,Ficino School
8505,Kelly Street
8503,Akiraho Street
8501,Powerstation
7147,Stop E Auckland Universities
7058,Aotea Square
7160,Stop B Grafton Bridge
7168,Symonds Street/Upper Symonds Street
8500,Powerstation
8502,Akiraho Street
8400,Mount Eden Road
8402,Ficino School
8404,Horoeka Avenue
8406,View Road/Dominion Road
7026,Commerce Street/Gore Street
7140,Anzac Avenue/Beach Road
7146,Stop B Waterloo Quadrant
7150,Stop B Auckland Universities
7158,Stop A Grafton Bridge
8504,Esplanade Road
1870,Tahaki Reserve
8506,Mount Eden Domain
8508,Bridgman Reserve
8510,Stop B Mount Eden Village
8512,Mount Eden Village
8514,Crystal Palace Theatre
8037,Stop B Mount Eden/Balmoral Interchange
8518,Wairiki Road
8522,Peary Road
8524,Rahiri Road
8526,Te Tatua-a-Riukiuta/Big King
8528,Three Kings Grove
8530,Kingsway
8532,Three Kings School
8650,Hillsborough Road/Mount Albert Road
8652,Budock Road
8654,Monte Cecilia Park
8656,St Margaret's Anglican Church
8658,Hillsborough Medical Centre
8660,St David's in the Fields
8662,Goodall Street
8664,Aldersgate Road
8666,Hillsborough Road/Whitmore Road
8668,Hillsdale Road
8670,Waikowhai Park
8675,Waikowhai Primary
8673,Hillsdale Road
8671,Hillsborough Road/Whitmore Road
8669,Aldersgate Road
8667,Goodall Street
8665,St David's in the Fields
8663,Hills Church
8659,St Margaret's Anglican Church
8657,Carr Road
8655,Monte Cecilia Park
8653,Budock Road
8651,Hillsborough Road/Mount Albert Road
8847,Mount Albert Road/Hillsborough Road
8533,Three Kings School
8529,Kingsway
8531,Hunters Park Drive
8527,Three Kings Grove
8525,Te Tatua-a-Riukiuta/Big King
8523,Rahiri Road
8521,Peary Road
8519,Wairiki Road
8036,Stop A Mount Eden/Balmoral Interchange
8515,Crystal Palace Theatre
8513,Stop A Mount Eden Village
8511,Bridgman Reserve
8509,Mount Eden Domain
8507,Tahaki Reserve
7145,Waterloo Quadrant
7141,Anzac Avenue/Beach Road
7024,Commerce Street/Tyler Street
8569,Ranfurly Village
8988,Haughey Avenue
1700,70 Melrose Road
8694,Stamford Park Road
8948,Melrose Road
1850,Sylvester Avenue
1852,Noton Road
8943,Richardson Road/Whitmore Road
8941,Waikowhai Intermediate
1854,Gerbic Place
1851,Gerbic Place
8936,Waikowhai Intermediate
1874,Staveley Avenue
1849,Noton Road
8953,Arundel Street
8955,Melrose Road
8961,Melrose Road Shops
8963,Haughey Avenue
8574,Ranfurly Village
1536,Stop C Ellerslie
7503,Kalmia Street
7501,St Mary's Catholic School
7628,Garland Road
8189,Rockfield Road/One Tree Hill College
1385,Waitangi Road
8390,Rawhiti Road Shops
8392,Namata Road/Oranga Avenue
8394,Namata Road
8396,Athens Road/Moana Avenue
8398,Moana Avenue roundabout
8470,Huapai Street
8472,Onehunga Mall/Clarke Road
1831,Onehunga Mall
1833,Mount Albert Road
8853,Stop D Royal Oak
8851,Crown Street
8849,Marcellin College
1873,Peet Avenue
8649,Buckley Road/Mount Albert Road
8647,Buckley Road Shops
8645,Buckley Road/Liverpool Street
8641,Heywood Crescent
8639,The Drive/Empire Road
8635,St Andrews Road/Empire Road
8633,Watling Street
8631,Morvern Reserve
8629,Aberfoyle Street
8627,King George Avenue/St Andrews Road
8613,Melville Park
1411,Kohia Terrace School
8609,Epsom Avenue
8607,Domett Avenue
8605,Gillies Avenue/Epsom Girls Grammar
8603,Silver Road
8601,Newmarket Primary School
7177,Melrose Street
7175,Khyber Pass Road/Mountain Road
7171,Madeira Place
7164,Stop D Grafton Bridge
7170,Khyber Pass Road/Burleigh Street
7176,Khyber Pass Road/Mountain Road
8600,Newmarket Primary School
8602,Highwick
8604,Gillies Avenue/Epsom Girls Grammar
8606,Kipling Avenue
8608,Epsom Avenue
8610,Kohia Terrace School
8624,Gillies Avenue
8626,King George Avenue/St Andrews Road
8628,Aberfoyle Street
8630,Morvern Reserve
8632,Watling Street
8634,St Andrews Road/Empire Road
8638,The Drive/Empire Road
8640,Heywood Crescent
8644,Buckley Road/Liverpool Street
8646,Buckley Road Shops
8844,Buckley Road/Mount Albert Road
8846,Marcellin College
8848,Pah Road
8850,Crown Street
8852,Stop C Royal Oak
1836,Mount Albert Road
1834,Onehunga Mall
8475,Onehunga Mall/Clarke Road
8473,Huapai Street
8399,Moana Avenue roundabout
8397,Athens Road/Moana Avenue
8395,Namata Road
8393,Namata Road/Oranga Avenue
8391,Rawhiti Road Shops
1390,Houpara Street
8182,Rockfield Road/Oranga Avenue
8184,Rockfield Road/One Tree Hill College
8585,Stop B Onehunga
1402,Dress Smart Onehunga
8378,Victoria Street/Grey Street
8380,Mount Smart Road
8382,Curzon Street
8384,Te Papapa School
8386,State Avenue
8388,Waitangi Road/Oranga Avenue
8194,Ngatiawa Street
8196,Rawhiti Road
8198,Tawa Road
8244,Campbell Road
1400,Logan Campbell Retirement Village
1396,Ferguson Avenue
1876,Campbell Road/Great South Road
7500,St Mary's Catholic School
7502,Kalmia Street
1745,Stop D Ellerslie
7620,One Tree Hill College
7622,Green Park Road
7624,Penrose Station/Great South Road
1856,Prescott Street
1021,Portman Road/Penrose Road
1023,Cotswold Lane
7599,Aranui Road
7499,Commissariat Road/Bailey Road
1858,23 Commissariat Road
7792,Price Crescent
7998,Rayma Place
7239,Stop B Sylvia Park
1839,Rayma Place
1857,Price Crescent
1840,Commissariat Road/Bailey Road
1366,Aranui Road
1026,Cotswold Lane
1074,Portman Road/Penrose Road
1861,Prescott Street
7627,Penrose Station/Great South Road
7625,Green Park Road
7623,One Tree Hill College
1885,Campbell Road/Great South Road
1373,Ferguson Avenue
8249,Logan Campbell Retirement Village
8247,Campbell Road
8245,Tawa Road
8199,Rawhiti Road
8197,Ngatiawa Street
8389,Waitangi Road/Oranga Avenue
8387,State Avenue
8385,Te Papapa School
8383,Curzon Street
8381,Mount Smart Road
8379,Victoria Street/Grey Street
1405,Dress Smart Onehunga
8581,Stop A Onehunga
8736,Arthur Street roundabout
8738,Onehunga Mall/Grey Street
7709,Tin Tacks Corner
7699,Onehunga Pool
8731,Trafalgar Street
8729,850 Manukau Road
8727,Mount Albert Road
8725,Stop A Royal Oak
8723,Maungakiekie/One Tree Hill Domain
8719,Gladwin Road
8717,Manukau Road/Greenwoods Corner
8715,Banff Avenue
8713,Gardner Road
8091,Stop A Manukau Rd/Green Ln W
8711,King Edward Avenue
8709,Kimberley Road
8707,Ranfurly Road
8703,Epsom Library
8701,Manukau Road/Epsom Girls Grammar
7207,St Marks Road
7205,Clovernook Road
7203,Stop A Westfield Newmarket
7201,Khyber Pass Road
8541,Melrose Street
7180,Broadway
7202,Stop D Westfield Newmarket
7208,Clovernook Road
8700,Manukau Road/Great South Road
1866,Clyde Street
8704,Epsom Library
8708,Ranfurly Road
8712,King George Avenue
8093,Stop C Manukau Rd/Green Ln W
8716,Aria Park Retirement Village
8718,Banff Avenue
8722,Manukau Road/Greenwoods Corner
8724,Gladwin Road
8728,Maungakiekie/One Tree Hill Domain
8730,Stop B Royal Oak
8732,850 Manukau Road
8742,Trafalgar Street
8479,Tin Tacks Corner
8739,Onehunga Mall/Grey Street
7795,Arthur Street roundabout
8591,Stop E Onehunga
1039,Onehunga Station
6680,Crawford Avenue
6689,Mangere Bridge Shops
6691,Mangere Bridge School
6693,Te Pane o Mataoho/Mangere Mountain
2417,Tanners Road
2392,Hinau Road
2390,Mangere College
6953,Te Kura Kaupapa Maori o Mangere
6955,Mangere Town Centre
6626,Mangere Baptist Church
2063,Pacific Islands Church
2325,Buckland Road/Southern Cross Campus
2321,Buckland Road/Massey Road
6447,Raglan Street
6445,Graeme Avenue Shops
6443,Franklin Avenue
6523,Ashlynne Avenue
6521,Spring Street
6519,Station Road/Papatoetoe Station
6480,Stop A Papatoetoe Station
2456,144 Shirley Road
6751,Trimmer Terrace
6742,Cambourne Road
2282,Saint Johns Church
6468,East Tamaki Road/Wintere Road
6197,Otara Transport Centre
2211,Tilberg Street
6606,Robertson Road
6328,Dewhurst Place
6600,Favona Road
6602,Tinkler Place
6595,Samoan Assemblies of God
6590,Koru School
6592,Mckinstry Avenue
6596,Papatuanuku Kokiri Marae
6957,Mangere Baptist Church
2033,Te Kura Kaupapa Maori o Mangere
6623,Bader Drive/Idlewild Avenue
2419,Mangere College
6724,McKenzie Road
6726,Mountain View School
6728,Miller Road
6718,Kapuka Road
6716,Pikitea Road
6714,Wellesley Road
6712,Taylor Road
6706,Sullivan Avenue
6708,Ambury Road
6710,Ashcroft Avenue
6704,Yorkton Rise
6707,Seaforth Avenue
6700,Kiwi Esplanade
6698,Wallace Road
6696,Scott Avenue
6694,Coronation Road
6687,Crawford Avenue
1428,Gloucester Park
1040,Onehunga Station
1867,George Terrace
8737,Beachcroft Avenue roundabout
1727,Arthur Street
8962,Bel Air Drive
8761,Korma Road
8759,The Warehouse Royal Oak
8757,Pah Road/Mount Albert Road
8755,Hollywood Avenue
8753,Pah Road/Liverpool Street
8751,Pah Road/Greenwoods Corner
8750,Pah Road/Greenwoods Corner
8752,Pah Road/Liverpool Street
8780,Hollywood Avenue
8756,Pah Road/Mount Albert Road
8754,The Warehouse Royal Oak
1496,Korma Road
8971,Herd Road
8973,Bel Air Drive
1618,Arthur Street
8477,Onehunga Bay Reserve
8302,Hill Street
8593,Stop F Onehunga
6699,Coronation Road
6701,Scott Avenue
6703,Wallace Road
6705,Kiwi Esplanade
6702,Seaforth Avenue
6709,Yorkton Rise
6715,Ashcroft Avenue
6713,Ambury Road
6711,Sullivan Avenue
6717,Taylor Road
6719,Wellesley Road
6721,Pikitea Road
6723,Kapuka Road
6733,Miller Road
6731,Mountain View School
6729,McKenzie Road
6567,Papatuanuku Kokiri Marae
6593,Calhorp Close
6598,Samoan Assemblies of God
6599,Tinkler Place
6597,Favona Road
6601,Robertson Road
6616,Mahunga Drive
6614,Waterview Road
6948,Hall Avenue
6611,Hall Avenue
6613,Waterview Road
6615,Mahunga Drive
2345,Parkhaven Care Home
2381,Stop B Papatoetoe Station
6330,Otara Creek Reserve
6332,Church of the Nazarene
6334,Hills Court Village
6942,Williams Crescent
6336,Mayfield Park
6943,Tyrone Street
6351,Mayfield Shops
6944,Matamata Place
2482,Lady Ruby Drive
2138,78 Springs Road
2054,Smales Road/Sir William Avenue
2056,Kelvin Hart Drive
6303,Kellaway Drive
6932,Wayne Francis Drive
6198,Smales Road
6220,Carlingford Drive
6779,Botany Secondary College
6233,Stop B Botany Town Centre
6295,Carlingford Drive
6865,Smales Road
6935,Wayne Francis Drive
6931,Kellaway Drive
2043,Snave Place
6245,Smales Road/Sir William Avenue
6293,Lady Ruby Drive
2333,25 Springs Road
2331,Valder Avenue/Springs Road
6340,Mayfield Shops
6342,Tyrone Street
6347,Mayfield Park
6345,Williams Crescent
6343,Hills Court Village
6339,Church of the Nazarene
6337,Otamariki Park
6191,Otara Transport Centre
6481,East Tamaki Road/Wintere Road
6011,Saint Johns Church
6759,Cambourne Road
6961,Trimmer Terrace
2311,145 Shirley Road
2313,Stop C Papatoetoe Station
6514,Station Road/Papatoetoe Station
6516,Spring Street
6518,Ashlynne Avenue
6426,Franklin Avenue
6428,Graeme Avenue Shops
6430,Buckland Road/Raglan Street
2466,Buckland Road/Massey Road
2468,Buckland Road/Southern Cross Campus
2172,Pacific Islands Church
1775,Stop A Otahuhu Station
6984,Tui Street
6609,Beach Road
6607,Harania Creek
6605,Norana Avenue
6603,Forbes Road
6683,Mahunga Reserve
6681,Rymer Place
6679,Hastie Avenue
6449,Te Puea Memorial Marae
6757,McIntyre Road
6432,Te Puea Memorial Marae
6672,Hastie Avenue
6674,Rymer Place
6676,Mahunga Reserve
2418,Norana Avenue
6302,Harania Creek
6991,Beach Road
2412,Kahu Street
6989,Tui Street
1771,Stop D Otahuhu Station
2258,Ashley Avenue
2302,Jacueline Place
6453,Henwood Road/Massey Road
6455,Winthrop Way
6457,Haddon Street
6451,Haddon Street/Raglan Street
2256,Cheviot Street
6446,Walden Place
6448,Claude Avenue
6980,Claude Avenue/Aorere College
6469,Caringbah Drive
6467,Hillcrest Road
6465,Daphne Road
2449,Robert White Softball Park
6464,P.I.C. Manukau
6477,Hill Road
6482,Coronation Road/Shirley Road
6520,Papatoetoe Town Hall
6746,Papatoetoe Library
6550,Wallace Road/Fairview Road
6552,Grande Vue Road
6554,Wallace Road/Puhinui Road
6561,Ranfurly Road
6546,Brett Avenue
2304,Plunket Avenue/Cavendish Drive
2268,Plunket Roundabout
6910,Plunket Avenue/Wiri Station Road
6917,Hobill Avenue
1809,Bay 9 Manukau Bus Station
6904,Lambie Drive
2099,Plunket Avenue/Wiri Station Road
6929,Plunket roundabout
2231,Plunket Avenue/Cavendish Drive
6547,Brett Avenue
6562,Ranfurly Road
6555,Wallace Road/Puhinui Road
6553,Grande Vue Road
6551,Wallace Road/Fairview Road
6549,Papatoetoe Library
6525,Papatoetoe Town Hall
6491,Coronation Road/Shirley Road
6462,Hill Road
2194,Malae O Fatugatiti
2266,Robert White Softball Park
6450,Daphne Road
6452,Hillcrest Road
6454,Caringbah Drive
2219,Claude Avenue/Aorere College
2433,Claude Avenue
6461,Cramond Drive
2441,Aorere Park
6436,Aorere Park
6442,Haddon Street
6440,Winthrop Way
6438,Henwood Road/Massey Road
6503,Jacueline Place
2395,Ashley Avenue
2343,Mission Heights Primary School
2017,Norwood Drive
2065,Concepts Way
2309,Geranium Avenue
1965,Ormiston Senior College
2363,Stop B Ormiston Town Centre
2497,Ormiston Road/Ormiston Hospital
2429,Te Irirangi Drive
2393,Bishop Lenihan Lane
2391,Ormiston Police Station
2487,East Tamaki Methodist Church
6949,East Tamaki Shops
6946,Hills Road
6488,Woolfield Road
6490,Barrie Avenue
6492,Middlemore Crescent
2024,Middlemore Station and Hospital
6501,Middlemore Crescent
6499,Barrie Avenue
6497,Woolfield Road
2424,Hills Road
2464,East Tamaki Shops
2434,East Tamaki Methodist Church
2498,Ormiston Police Station
2448,Bishop Lenihan Lane
2438,Te Irirangi Drive
2446,Ormiston Road/Ormiston Hospital
2334,Stop A Ormiston Town Centre
1962,Ormiston Senior College
2454,Geranium Avenue
2450,Murphys Road
2244,Sarazen Drive
6228,Mission Heights Junior College
6651,Cape Road
6649,Jordan Road
6647,Cornwall Road
6641,Thomas Road
6639,Plumley Crescent
6637,Mascot Avenue
6635,Pukaki Road
6633,Duggan Avenue
6631,Friesian Drive
6431,Tidal Road
6429,George Street
2163,Massey Road/Walter Street
6591,Massey Road/Buckland Road
6612,Walter Massey Park
6423,Ferguson Street
6421,Siasi 'o Tonga Selusalema
6575,Massey Road/Gray Avenue
6419,Rosella Road
6573,Chelsea Avenue
2013,Lippiatt Road
7952,Otahuhu Library
1356,Stop B Otahuhu Town Centre
7800,Luke Street
7802,Portage Road
8745,Bert Henham Park
7806,Mount Wellington Highway/Panama Road
7808,Mount Wellington Highway/Vestey Drive
7809,Sylvia Park Road
7807,Mount Wellington Highway/Vestey Drive
7805,Mount Wellington Highway/Panama Road
7803,Bert Henham Park
7801,Atkinson Avenue/Portage Road
1099,Luke Street
1355,Stop A Otahuhu Town Centre
7025,Otahuhu Library
1773,Stop C Otahuhu Station
2014,Lippiatt Road
2496,Middlemore Road
6402,Rosella Road
6404,Massey Road/Vine Street
6406,Ferguson Street
6620,Walter Massey Park
6410,Walter Street
6412,George Street
6414,Tidal Road
6959,Friesian Drive
6634,Duggan Avenue
6636,Pukaki Road
6638,Mascot Avenue
6640,Plumley Crescent
6648,Jordan Road
6650,Cape Road
6642,Cornwall Road
6496,Kings College
1327,Atkinson Avenue
7645,Huia Road
7643,Hauiti Road
1737,Hokonui Road
7641,Great South Road/Portage Road
7639,Abattoir Lane
1335,Mount Richmond Drive
7637,Great South Road/Vestey Drive
1333,Mutukaroa/Hamlins Hill
1603,Southdown Lane
7631,Church Street East
1605,645 Great South Road
1887,Great South Road/Penrose Road
7615,Matai Road
8069,Green Lane West/Great South Road
8067,Outside Greenlane Clinical Centre
1097,Greenlane Clinical Centre Main Entrance
8092,Stop B Manukau Rd/Green Ln W
8881,Epsom Normal Primary School
8625,Sharpe Road
8623,Albury Avenue
8621,Allevia Hospital Epsom
8617,Auckland Grammar School
1443,St Peters College
8615,Khyber Pass Road
7231,Grafton Station
7227,Park Road/Auckland City Hospital
7284,Auckland Hospital Gate 4
1338,Commerce Street/Quay Street
7282,Auckland Hospital Gate 4
7228,Park Road/Auckland City Hospital
7230,Grafton Station
8612,St Peters College
8614,Auckland Grammar School
8616,Clive Road
8618,Allevia Hospital Epsom
8620,Albury Avenue
8622,Sharpe Road
8854,Epsom Normal Primary School
8064,The Drive
8094,Stop D Manukau Rd/Green Ln W
8068,Outside Greenlane Clinical Centre
8070,Green Lane West/Great South Road
7616,Matai Road
1882,Penrose Road/Great South Road
1602,Holloway Place
8858,Church Street East
7630,Southdown Lane
1354,Mutukaroa/Hamlins Hill
7632,Great South Road/Vestey Drive
7634,Mount Richmond Drive
1352,Otahuhu/Mount Richmond
7636,Great South Road/Portage Road
7638,Hauiti Road
1348,Huia Road
1350,Atkinson Avenue
6505,Kings College
2005,Middlemore Station and Hospital
8796,Vestey Drive/Great South Road
1888,Niall Burgess Road/Vestey Drive
7900,Mount Wellington Highway
7902,Hillside Road
7904,Mataroa Road
7908,Kealy Road
7910,Runa Place
7912,Bernard Street
7914,Carbine Road/Panama Road
7922,Gabador Place
7924,Arthur Brown Place
7926,Allright Place
7812,Mount Wellington Shopping Centre
7814,133 Mount Wellington Highway
7816,Panmure District School
1759,Stop B Panmure Station
1761,Stop C Panmure Station
7819,Ellerslie Panmure Highway
7817,Panmure District School
7815,144 Mount Wellington Highway
7813,Mount Wellington Shopping Centre
7921,Allright Place
7919,Arthur Brown Place
1308,Gabador Place
7907,Carbine Road/Panama Road
1370,Bernard Street
1372,Runa Place
1374,378 Panama Road
1376,Mataroa Road
7903,Hillside Road
7901,Mount Wellington Highway
1893,Niall Burgess Road/Vestey Drive
8743,Vestey Drive/Great South Road
6586,Pike Place
6588,Mckinstry Avenue/McNaughton Avenue
2492,Cottingham Crescent
2444,Bicknell Road
2495,Otago Place
2489,Freda Place
1777,Stop B Otahuhu Station
8580,Church Street
8582,Princes Street/Hutton Street
8570,Albert Street
8576,Fencible Place
8578,Brady Road
7847,Seaside Park
7799,Brady Road
7797,Murdoch Street
1485,Fencible Place
7897,Avenue Road
7917,Trenwith Street
7849,High Street
1015,Water Street
4453,Avenue Road/Hutton Street
2436,Freda Place
2442,Otago Place
2493,Bicknell Road
6533,Garus Avenue
6589,Mckinstry Avenue/McNaughton Avenue
6587,Pike Place
6574,Wickman Way/Southern Cross Campus
6576,Wickman Way/Garus Avenue
6578,Chelburn Crescent
6580,Tannock Place
6582,Wickman Way
6508,Fleming Street
6510,Tennessee Avenue
6512,Tennessee Avenue/Vine Street
6511,Blake Road
6509,Macky Avenue
6507,Sutton Park
6531,Driver Road
7642,Fort Richard Road
6568,Nelson Street
6384,Bairds Road
6386,Wymondley Shops
6388,Ashton Avenue
6378,Lappington Road
6380,Gilbert Road Shops
6382,Gaye Crescent
6389,Clyde Road
6387,Nga Kete Wananga Marae MIT
6385,St John the Evangelist School
6392,Otamariki Park/Bairds Road
6394,Yendarra School
6396,Everitt Shops
6398,Guthrey Place
6400,Preston Road
2215,Preston Road/Bairds Road
6312,South Auckland Bible Church
6314,Ravenna Way
6316,Bible Baptist Church
6344,Dawson Road Shopping Centre
6444,Dissmeyer Drive
6476,Chapel Downs Primary/Dawson Road
