stop_code,stop_name
6304,Alta Terrace
6937,Boundary Road
6315,Hollyford Drive
6310,Hollyford Drive/Te Irirangi Drive
6189,Manukau Sports Bowl
6199,Redoubt North School
6381,Courant Place
6379,Derrimore Heights
1810,Bay 10 Manukau Bus Station
6362,Sikkim Crescent
6364,Derrimore Heights
6366,Courant Place
6182,Redoubt North School
6156,Manukau Sports Bowl
6319,Hollyford Drive/Te Irirangi Drive
6306,Hollyford Drive
6308,Boundary Road
6313,Alta Terrace
6311,Chapel Downs Primary/Dawson Road
6309,Jehovah Witness Church
6307,Dawson Road Shopping Centre
6325,Bible Baptist Church
6323,Ravenna Way
6321,South Auckland Bible Church
2218,Preston Road/Bairds Road
6417,Preston Road
6415,Guthrey Place
6413,Everitt Shops
6411,Yendarra School
6409,Otamariki Park/Bairds Road
6370,St John the Evangelist School
6372,Nga Kete Wananga Marae MIT
6374,Clyde Road
6399,Gaye Crescent
6397,Gilbert Road Shops
6395,Lappington Road
6405,Gilbert Road
6403,Wymondley Shops
6401,Bairds Road
6569,Nelson Street
7649,Alexander Street
6565,Fort Richard Road
6498,Vine Street/Massey Road
6500,Driver Road
2214,Cleek Road
6502,Sutton Park
6504,Macky Avenue
6506,Blake Road
6517,Tennessee Avenue/Vine Street
6515,Tennessee Avenue
6513,Fleming Street
6583,Wickman Way
6581,Tannock Place
6579,Chelburn Crescent
6577,Wickman Way/Southern Cross Campus
6645,Nga Iwi School
2288,Nevis Place
2286,Ashgrove Road
2284,Wayne Drive
2337,Colin Street
2339,Waokauri Place
2341,Gee Place
2323,Portage Road/Aorere College
2315,Depak Lane
6422,Graeme Avenue Shops
6424,Papatoetoe North School
6437,Greame Avenue
6435,Earlsworth Road/Gray Avenue
2350,De La Salle College
6466,Landon Avenue
6470,Milton Road
6526,Rosebank Road
2460,Depak Lane
2458,Portage Road/Aorere College
2490,Gee Place
2488,Waokauri Place
2486,Colin Street
2467,Imrie Avenue
2469,Ashgrove Avenue
2465,Nevis Place
6646,Moana-Nui-a Kiwa Leisure Centre pools
6545,Rosebank Road
6483,Milton Road
6459,Landon Avenue
2251,De La Salle College
6418,Earlsworth Road/Gray Avenue
6420,Greame Avenue
6441,Landon Avenue
6439,Graeme Avenue Shops
6433,Dreifuss Place
6571,Otahuhu College
2319,Piki Thompson Way
2462,Piki Thompson Way
6570,Otahuhu College
6416,Dreifuss Place
2716,Papakura Station
2553,Woolworths Papakura
2523,Papakura Shops
2525,First Presbyterian Church
2527,Don Street
2529,Trentham Road
2531,PAK'nSAVE Papakura
2533,Southgate Shopping Centre
2535,Woolworths Takanini
2773,Beach Road
2537,Walter Strevens Drive
2539,Maru Road
2541,Challen Close
2635,Woolworths Waiata Shores
6051,Great South Road/Mahia Road
2427,Great South Road/Te Mahia Station
2403,Kevale Place
6047,Mcannalley Street
6048,Stop A Manurewa Station
2294,Station Road
2471,Maich Road
6041,Corin Avenue
6039,Halsey Road
6037,Great South Road/Grande Vue Road
6035,Manukau SuperClinic
6033,Kerrs Road
2143,Events Centre
2179,Stop A Manukau Station
6923,Osterley Way
2335,Great South Road/Ronwood Avenue
6771,AUT Manukau
6025,Great South Road/Puhinui Road
6023,Saint Addai Chaldean Church
6021,Waenganui Allenby Park
6017,Birdwood Avenue
6015,Papatoetoe Central School
6013,Hunters Plaza
6009,Maxwell Avenue
6007,Kautami Avenue
6005,Papatoetoe Intermediate
6003,Laureston Avenue
6004,Laureston Avenue
6006,Papatoetoe Intermediate
6956,Kautami Avenue
6010,Maxwell Avenue
6014,Hunters Plaza
6016,Papatoetoe Central School
6018,Birdwood Avenue
6020,Waenganui Allenby Park
6022,Caspar Road Shops
6748,AUT Manukau
2188,Osterley Way
2127,Stop B Manukau Station
2144,Events Centre
6030,Kerrs Road
6888,Manukau SuperClinic
6032,Orams Road/Manukau Superclinic
6034,Great South Road/Grande Vue Road
6036,Halsey Road
6038,Kelvyn Grove
2290,Maich Road
2473,Station Road
6044,Stop B Manurewa Station
6042,Mcannalley Street
2416,Kevale Place
2420,Great South Road/Te Mahia Station
6046,Great South Road/Mahia Road
2534,Great South Road/Manuroa Road
2532,Walter Strevens Drive
2736,Beach Road
2530,Woolworths Takanini
2528,Walters Road
2526,Wellington Park
2524,Youngs Road
2522,Papakura Anglican Church
2520,Papakura Shops
2080,Salford Crescent
2078,Concepts Way
6983,Topland Drive
6985,Kensway Drive
6962,Stancombe Road/Barry Curtis Park
6192,Cyril French Park
6194,Gracechurch Drive
6196,Ballybay Road
6231,Stop A Botany Town Centre
1812,Bay 12 Manukau Bus Station
6368,Birchlea Rise
2142,Chapel Downs Primary School
6967,Summerset Retirement Village
2136,Michael Jones Drive
2236,Chapel Road/Barry Curtis Park
2134,Chapel Road/Ormiston Road
6273,Ballybay Road
6269,Gracechurch Drive
6299,Cyril French Park
6434,Stancombe Road/Barry Curtis Park
2308,Kensway Drive
2310,Topland Drive
2121,Chapel Road/Ormiston Road
2123,Chapel Road/Barry Curtis Park
6964,Summerset Retirement Village
2139,Chapel Downs Primary School
6383,Ancona Lane
6933,Diorella Drive
6294,Woolworths Botany
6296,The Hub
6137,Burswood Drive
2021,Cryers Road/Harris Road
2023,Carpenter Road
2025,Cryers Road/Neales Road
2349,Echelon Place
2092,Maurice Paykel Place
2090,The Crossing
2071,Pukekiwiriki Place
2086,El Kobar Drive
2084,Sir Woolf Fisher Drive
2067,Sir Woolf Fisher Drive
2069,El Kobar Drive
2088,Pukekiwiriki Place
2073,The Crossing
2075,Maurice Paykel Place
2022,Echelon Place
2038,Cryers Road/Neales Road
2036,Carpenter Road
2032,Cryers Road/Harris Road
6142,Burswood Drive
1815,Bay 15 Manukau Bus Station
6564,Meadowcourt Drive
6318,Awatere Street
6320,Rapson Road
6322,Preston Road/Ferguson Road
6324,Fisher Crescent
6326,Preston Road/East Tamaki Road
2119,Kordel Place
2399,Barmac Place
2397,Sir William Avenue
2120,Springs Road
6190,Andromeda Crescent
2494,Arwen Place
6928,Lorien Place
6139,Harris Road
6141,Ti Rakau Drive/Trugood Drive
6135,Riverhills Park
6133,Edgewater Drive
6131,Marriott Road
6129,Ti Rakau Park
6127,Palm Avenue/Pakuranga Plaza
6125,Williams Avenue
8661,Sunset View Road
7527,Panmure Town Centre
7525,Jellicoe Road
1760,Stop A Panmure Station
7528,Jellicoe Road
7530,Panmure Town Centre
1093,Sunset View Road
6128,Williams Avenue
6132,Reeves Road/Ti Rakau Drive
6134,Ti Rakau Park
6136,Marriott Road
6138,Edgewater Drive
6140,Ti Rakau Drive/Gossamer Drive
2317,Nandina Avenue
6357,Lorien Place
6265,Arwen Place
6253,Andromeda Crescent
2027,Springs Road
2028,Lady Ruby Drive/Sir William Avenue
2082,Barmac Place
2030,Beale Place
6335,Preston Road/East Tamaki Road
6333,Fisher Crescent
6331,Kudu Road
6329,Rapson Road
6327,Awatere Street
6563,Meadowcourt Drive
1814,Bay 14 Manukau Bus Station
6969,Birmingham Road
6940,Valder Avenue
6354,Crooks Road
2122,Harris Road/Neales Road
2034,Cryers Road
6369,Harris Road/Neales Road
6367,Crooks Road
6945,Valder Avenue
6353,Birmingham Road
2452,Stop C Ormiston Town Centre
1993,Jeffs Road
2016,Fairhill Place
2011,Mission Heights Drive
1958,Vin Alto Drive
2015,Chard Place
6227,Cyril French Drive
6939,Chapel Road
6375,Delmont Close
6373,Moyrus Crescent
6887,Logan Carr Reserve
6861,Inagh Close
1937,Glamworth Place
1932,Glamworth Place
2116,Inagh Close
6850,Logan Carr Reserve
2118,Kellaway Reserve
2238,Moyrus Crescent
6360,Delmont Close
6941,Chapel Road
6224,Cyril French Drive
6184,Amon Avenue
2018,Norwood Drive
1956,Chard Place
1957,Vin Alto Drive
2026,Mission Heights Drive
1943,Fairhill Place
1984,Mission Heights Junior College
1986,Terrasini Drive
1967,Sarazen Drive
2305,Stop D Ormiston Town Centre
1913,Kerrykeel Drive roundabout
1915,Brookview Drive/Flat Bush School Road
6914,Broadhurst Road
6765,Carrick Glen Avenue
6479,Genesis Place
6671,Dapple Place
6673,Hilltop Road
1813,Bay 13 Manukau Bus Station
6930,Hilltop Road
6934,Dapple Place
6926,Genesis Place
6924,Carrick Glen Avenue
6901,Broadhurst Road
1914,Brookview Drive/Flat Bush School Road
2371,Kerrykeel Drive roundabout
1806,Bay 6 Manukau Bus Station
6919,Manukau Supa Centre
2425,Lambie Drive/Cavendish Drive
6541,Manukau City Baptist Church
6539,Carruth Road Shops
6537,Elizabeth Avenue
6535,Carruth Road/Fairview Road
2201,Holy Cross School Papatoetoe
6529,Youthline Manukau
6527,Landscape Road
2035,Idlewild Avenue/Valiant Street
2037,Lynette Place
6653,Idlewild Avenue
2197,Kirkbride Road
6697,Valiant Street
6695,Tarata Crescent
2415,Hinau Road
6722,Putini Road
6720,Kamaka Road
6604,Te Pane o Mataoho/Mangere Mountain
6594,Mangere Bridge School
6572,Mangere Bridge Shops
6725,Kamaka Road
6727,Putini Road
6688,Tarata Crescent
6690,Valiant Street
6692,Kirkbride Road
2048,Lynette Place
2046,Idlewild Avenue/Valiant Street
6522,Landscape Road
6524,Youthline Manukau
6528,Carruth Road/Fairview Road
6530,Elizabeth Avenue
6532,Carruth Road Shops
2182,Manukau City Baptist Church
2422,Lambie Drive/Cavendish Drive
6906,Manukau Supa Centre
6925,Ronwood Avenue/Hayman Park
2336,Blossom Lane
2131,Puriri Road
2431,Totara Road
2158,Tawa Crescent
2160,Boon Street
6795,Thompson Terrace
2164,Volante Avenue
2166,Elim Christian Centre
2168,Montego Place
2135,Carn Place
2133,Bohola Rise
2108,Weymouth Road/Castlefinn Drive
6106,Palmers Road/Weymouth Road
6874,Barneys Farm Road
6876,Waimahia Intermediate School
2212,Kennington Drive
6881,Te Matauranga School
6879,Maplesden Drive
6877,Wai Iti Place
6875,Bellville Drive
6873,Bundena Place
6871,Manurewa Marae
6869,Kopara Place
6867,Finlayson Avenue/Moncrieff Avenue
2195,Finlayson Avenue/Roscommon Road
2447,Woolworths Manurewa
2329,Dagenham Street
2445,Katikati Drive
2451,Blind and Low Vision Campus
2171,Jellicoe Road
2273,Manurewa High School
2169,Sturdee Road
2167,Browns Road/Manukau SuperClinic
2472,Lloyd Avenue
2474,Esperanto Road
2477,Cornwall Road
6785,Morris Avenue
6813,Fraser Road
6811,Hamilton Road
6793,Kimpton Road
2355,Otara Music Arts Centre
6376,Sir Edmund Hillary Collegiate
6947,Clyde Road Shops
6768,Kimpton Road
6780,Hamilton Road
2110,Rose Road
6764,Morris Avenue
2476,Cornwall Road
2475,Esperanto Road
2347,Lloyd Avenue
2174,Browns Road/Manukau SuperClinic
2176,Sturdee Road
2204,Manurewa High School
2178,Jellicoe Road
2470,Blind and Low Vision Campus
6266,Rowandale Avenue
2478,Dagenham Street
6958,Woolworths Manurewa
2254,Finlayson Avenue/Roscommon Road
6856,Finlayson Avenue/Moncrieff Avenue
6858,Kopara Place
6860,Manurewa Marae
6862,Bundena Place
6864,Bellville Drive
6866,Wai Iti Place
6868,Maplesden Drive
6870,Te Matauranga School
6885,Kennington Drive
6883,Waimahia Intermediate School
6083,Palmers Road/Weymouth Road
6775,Weymouth Road/Castlefinn Drive
2154,Bohola Rise
2156,Carn Place
2149,Montego Place
2147,Elim Christan Centre
2145,Mcdivitt Street
2141,Thompson Terrace
6799,Boon Street
6797,Tawa Crescent
2162,Totara Road
2152,Puriri Road
2233,Blossom Lane
6778,20 Waimai Avenue
6791,McLeod Road
6789,Ocean View Road
6787,Roys Road/Weymouth Road
6838,Greers Road
2237,Weymouth School
6783,Gibbons Road
6781,Gila Place
2085,Becker Drive
6777,Oranga Tamariki Ministry for Children
6077,Roscommon Road/Weymouth Road
2263,Roscommon Road/Sharland Avenue
6857,Wordsworth Road/Roscommon Road
6855,Pallant Street
6853,John Walker Drive
2361,Rowandale School
2115,Rowandale Avenue/Sharland Avenue
2157,Rowandale Avenue/Weymouth Road
2229,Gainsborough Street
2125,Weymouth Road/Friedlanders Road
6769,Weymouth Road/Clendon Pl
6767,Bowater Place
1817,Bay 17 Manukau Bus Station
6756,Bowater Place
6758,Coxhead Road
6760,Weymouth Road/Clendon Pl
6762,Friedlanders Road
2316,Gainsborough Street
6880,Rowandale Avenue/Weymouth Road
2170,Rowandale Avenue/Sharland Avenue
6986,Rowandale School
6844,John Walker Drive
6846,Pallant Street
6848,Wordsworth Road/Roscommon Road
2318,Roscommon Road/Sharland Avenue
6852,Roscommon Road/Weymouth Road
6766,Oranga Tamariki Ministry for Children
2208,Becker Drive
6776,Gila Place
6772,Gibbons Road
6774,Weymouth School
6786,Coxhead Road/Weymouth Road
6788,Kita Road
6790,Kohiwi Road
6792,Coxhead Road/Mahia Road
6794,Hooks Road
2480,Coxhead Road/Wattle Farm Road
6796,Clayton Park Primary
6836,Glencalder Place
2019,Wattle Downs Golf Course
6806,Fergy Crescent
2314,Turnberry Drive/Wattle Farm Road
6808,Scotsmoor Drive
2093,Reremoana School
6859,Scotsmoor Drive
6843,Hadley Wood Drive
6819,St Annes Crescent
6817,Hoylake Place
6815,89 Carnoustie Drive
6847,Pinehurst Place
6828,Muirfield Street
6810,Trossach Place
6845,Coxhead Road/Wattle Farm Road
6809,Hooks Road
6807,Coxhead Road/Mahia Road
6805,Kohiwi Road
6803,Kita Road
6801,Coxhead Road/Weymouth Road
2772,Woolworths Roselands
2728,Old Wairoa Road
2664,Waterview Road East
2666,Papakura Normal School
2726,Sires Parkway
2724,Marengo Parkway
2570,Wairepo Street
2713,45 Station Road
2727,Takanini Station
2734,Takanini School Road/Manuroa Road
2097,Porchester Road
2455,Nearco Street
2453,Goldnib Place
2351,Ribot Place
2457,Balloch Street
2276,Melleray Place
2278,Randwick Place
2296,Randwick Park School
2298,Skelton Avenue
6981,Magic Way
6755,Scotts Road
6753,Flemming Street
2479,Manurewa Cosmopolitan Club
6812,Lupton Road
6814,Manurewa Recreation Centre
6965,Manurewa Intermediate School
6816,St Anne's Catholic School
6818,Cambridge Road
6820,Arbor Close
6822,Browns Road
6105,Homai Station
6982,Dalgety Drive/Kerrs Road
6893,Druces Road
6889,Druces Road/Kerrs Road
2357,Celadon Place
2359,Druces Road/Wiri Station Road
1818,Bay 18 Manukau Bus Station
6960,Druces Road/Wiri Station Road
6902,Celadon Place
6968,Druces Road/Kerrs Road
6908,Druces Road
2353,Dalgety Drive/Kerrs Road
6833,Browns Road
6831,Arbor Close
6829,Cambridge Road
6827,St Anne's Catholic School
6825,Manurewa Intermediate School
6661,Manurewa Recreation Centre
2443,Lupton Road
2292,Manurewa Cosmopolitan Club
6744,Flemming Street
6556,Scotts Road
6974,Magic Way
2483,Skelton Avenue
2481,Randwick Park School
6761,Randwick Place
6763,Melleray Place
2106,Balloch Street
2272,Trimdon Street
2274,Eulogy Place
6752,Goldnib Place
2270,Horlicks Place
6632,Porchester Road
2771,Takanini School Road/Manuroa Road
2777,Takanini Station
2769,Takanini School
2591,Wairepo Street
2583,Marengo Parkway
2765,Sires Parkway
2763,Papakura Normal School
2581,Waitaua Street
2579,Old Wairoa Road
2585,Woolworths Roselands
6972,Saralee Drive
6976,Ricardo Court
6975,Rathmar Drive
2074,Stratford Road
2072,Hill Road/Wairere Road
2070,Phoenica Court
2068,Idris Court
2053,Byblos Place
2051,The Gardens School
2049,Charles Prevost Drive/Wairere Road
2045,Lemonwood Place
6973,Elmwood Village
6971,Botanic Gardens
6425,Nathan Homestead
2148,Earls Court
6427,Walpole Avenue
6739,David Avenue/Grande Vue Road
6737,David Avenue/Orams Road
6749,Eugenia Rise
6747,Kimdale Court
6841,Aronia Way
6743,Everglade School
2459,De Havilland Drive
6741,Banksia Place
1816,Bay 16 Manukau Bus Station
6736,Banksia Place
2280,De Havilland Drive
6738,Everglade School
6804,Aronia Way
6802,Kimdale Court
6740,Eugenia Rise
6730,David Avenue/Orams Road
6734,David Avenue/Grande Vue Road
6735,Walpole Avenue
6548,Nathan Homestead
6966,Botanic Gardens
2234,Elmwood Village
2058,Lemonwood Place
2060,Kuripaka Crescent
2062,Charles Prevost Drive/Wairere Road
2064,The Gardens School
2066,Byblos Place
2055,Idris Court
2057,Phoenica Court
2059,Hill Road/Wairere Road
2061,Stratford Road
6970,Rathmar Drive
6977,Ricardo Court
6979,Saralee Drive
2598,Papakura High School
2562,Willis Road/Laurie Avenue
2702,Cameron Street
2596,Sheehan Avenue/Kelvin Road
2560,Eastburn Street
2573,Healthdale Crescent
2709,President Avenue
2723,Cargill Street
2557,Robb Street
2721,Clevedon Road/Busing Avenue
2609,Clevedon Road/Kelvin Road
2629,51 Clevedon Road
2719,Shirley Avenue
2717,Clevedon Road Medical Centre
2628,Counties Medical
2737,Red Hill Reserve
2735,Redmount Place
2715,Dominion Road
2741,Red Hill Primary
2611,Fairdale Avenue
2749,Oakleaf Drive
2685,Keri Downs Park
2743,Papakura East Presbyterian Church
2747,Settlement Road/Laurie Avenue
2616,Smiths Avenue
2745,Railway Street West
2582,Onslow Road
2521,Central Park Reserve
2518,Central Park Reserve
2552,Onslow Road
2710,Railway Street West
2590,Smiths Avenue
2650,Settlement Road/Laurie Avenue
2592,Albion Place
2658,Keri Downs Park
2594,Oakleaf Drive
2260,Game Place
2618,Red Hill Primary
2430,Dominion Road
2576,Mack Place
2572,Gibbs Crescent
2516,Papakura Leisure Centre
2514,Settlement Road
2662,Butterworth Avenue
2512,Great South Road/Rosehill Drive
2510,Bellfield Road
2508,Park Estate Road
2708,Gatland Road
2506,Parkhaven Drive
2504,Sutton Road
2502,Drury School
2500,222 Great South Road
2816,Norrie Road
2820,Bremner Road
2813,Norrie Road
2505,237 Great South Road
2507,Drury School
2509,Sutton Road
2511,Parkhaven Drive
2577,Gatland Road
2513,Great South Road/Park Estate Road
2515,Bellfield Road
2517,Great South Road/Rosehill Drive
2575,Butterworth Avenue
2519,Settlement Road
2705,Papakura Leisure Centre
2556,Elliot Street/Ray Small Drive
2564,Rushgreen Avenue
2550,Barnhill Crescent
2630,Chichester Drive/Rosehill Drive
2636,Rosehill College
2558,Rosehill Shops
2696,Sunnypark Avenue
2620,Park Estate Early Learning
2624,Park Estate Road/Clover Avenue
2622,Mangapikopiko School
2597,Rauriki Lane
2599,Aquamarine Road
2619,Parkmore Drive/Clover Avenue
2639,Clover Avenue/Park Estate Road
2625,Park Estate Road/Goodwin Drive
2621,Rosehill College
2642,Chichester Drive/Rosehill Drive
2551,Barnhill Crescent
2569,Rushgreen Avenue
2641,Papakura Bowling and Tennis  Club
2718,Argyle Avenue
2668,Harbourside Drive
2714,Normanby Road East
2722,Corsica Way
2720,Canini Grove
2757,Island View Road
2755,Normanby Road
2753,Summerset Karaka Retirement Village
2761,Hingaia Road
2760,Lake Drive
2762,Kabardin Street
2759,Argyle Avenue
2375,Stop D Auckland Domestic Airport
2206,Stop B Auckland Domestic Airport
2008,Stop A International Airport
2002,New Zealand School of Tourism
2041,Archives New Zealand
2039,Airpark Drive
6667,Kingsford Smith Place
6665,Amelia Earhart Avenue
6662,Brigade Road
6663,Ascot Road
6659,Richard Pearse Drive
6656,Mangere Central Community Hall
2394,Tanners Road
8589,Stop D Onehunga
6657,Mangere Central Community Hall
6660,Richard Pearse Drive
2798,Brigade Road
2426,Amelia Earhart Avenue
2423,Kingsford Smith Place
2050,Airpark Drive
2052,Archives New Zealand
2401,New Zealand School of Tourism
2004,Geoffrey Roberts Road
2850,Pukekohe Station
2926,Cromwell Place
2931,Possum Bourne Retirement Village
2936,Crossbanks Cl
2938,Opp 59 Twomey Dr
2940,Ina Ville Dr
2916,Grace James Road
2905,Tokerau Crescent
2903,Hawke Place
2927,Edinburgh Street
2485,Seddon Street/Paerata Road
2849,St Joseph's Catholic School
2843,Reformed Church of Pukekohe
2898,Woolworths Pukekohe
2929,Pukekohe Library
2928,Pukekohe Library
2888,Woolworths Pukekohe
2832,Reformed Church of Pukekohe
2844,St Joseph's Catholic School
2836,Seddon Street/Paerata Road
2834,New World Pukekohe
2884,Prado Drive
2904,Holland Street
2901,Frank Hewitt Street
2895,Princes Street
2871,Tamaoho School
2877,Victoria St W/Jutland Road
2891,Victoria Street
2907,Wellington Street
2909,Pukekohe Intermediate School
2918,Svendsen Road
2912,John Street
2910,Trevors Place
2930,Pukekohe Hospital
2913,Parkside School
2911,Ward Street
2906,Landscape Road
2908,Puni Road
2917,Arvidson Way
2915,Paterson Avenue
2380,Butcher Road
2900,Anchor Road
2822,Crown Road
2824,Simmonds House Road
2826,Paerata School
2831,Paerata School
2833,Simmonds House Road
2896,Wesley College
2867,Crown Road
2863,Anchor Road
2841,Butcher Road
2859,Adams Drive
2892,Waiuku Library
2818,Hamilton Drive
2837,Glenbrook Reserve
2808,Wymer Road
2810,Smeaton Road
2899,Irwin Road
2860,Linwood Road
2800,Te Hihi School
2802,Urquhart Road
2804,Karaka North Road
2549,Towai Road
2547,Oakland Road
2546,Oakland Road
2809,Karaka North Road
2807,Charles Road
2803,Te Hihi School
2805,Kingseat
2862,Irwin Road
2819,Smeaton Road
2817,Wymer Road
2821,Glenbrook Reserve
2823,Morley Road
2812,Pukeoware Road
2814,Shakespeare Road
2827,Hamilton Drive
2825,Waiuku Golf and Squash Club
2921,279 Kitchener Road
2919,Country Club Lane
2932,Waiuku Town Centre
2866,Civic Place
2924,Colombo Road
2922,Springvale Road
2920,170 Colombo Road
2902,Patumahoe Village
2883,Patumahoe Village
2923,Masters Road
2882,Port Waikato
2873,Tuakau
2868,Logan Road
2869,Logan Road
1217,Kennedy Point Terminal
8989,Kennedy Point Road
8983,Esslin Road
8985,Te Huruhi Primary School
8979,Waiheke Kindergarten
1219,31 Jellicoe Parade
1200,Ocean Road
1198,Wellington Road
1179,Hooks Lane
1156,Surfdale Shops
1175,Tetley Road
1152,Frank Street
1528,Moa Avenue
1150,Ocean View Road/Tui Street
1138,Ocean View Road/Oneroa Village
1216,Owhanake Car Park
1134,Matiatia Terminal
1143,Owhanake Car Park
1151,Waiheke Library
1153,Ocean View Road/Oneroa Village
1155,Ocean View Road/Tui Street
1171,Moa Avenue
1173,Frank Street
1154,Tetley Road
1177,Surfdale Shops
1158,Hooks Lane
8982,Waiheke Kindergarten
8984,Te Huruhi Primary School
8986,Esslin Road
1113,McMillan Road
1116,Valley Road
1118,Te Whau Drive
1120,Rangihoua Onetangi Sports Park
1141,O'Brien Road
1130,Erua Road
1509,PlaceMakers Waiheke
1170,Waiheke War Memorial Hall
1191,Stop A Ostend
1174,Muritai Road
1197,Homai Street
1199,Wilma Road
1201,Hill Road
1182,Palm Road
1184,Palm Beach Store
1196,Palm Beach
1203,Palm Beach Store
1205,Cory Road
1207,Gulf Place
1209,Pacific Parade
1215,Pope's Corner
1213,Hauraki Road
1206,Hekerua Bay
1204,Queens Drive
1202,Little Oneroa Beach
1148,Moa Avenue/Ocean View Road
1146,Nikau Road
1163,Blackpool Park
1161,Rata Street
1159,Matai Road
1157,Tui Street/Ocean View Road
1140,Matai Road
1142,Manuka Road
1144,Blackpool Park
1165,Nikau Road
1167,15 Moa Avenue
1169,Moa Avenue/Ocean View Road
1229,Little Oneroa Beach
1225,Queens Drive
1231,Hekerua Bay
1190,Hauraki Road
1192,Pope's Corner
1194,18 Karaka Road
1211,Pacific Parade
1188,28 Junction Road
1186,Cory Road
1180,Hill Road
1178,Wilma Road
1176,Homai Street
1195,Muritai Road
1542,Stop B Ostend
1139,Erua Road
1132,O'Brien Road
1122,Rangihoua Onetangi Sports Park
1121,2 O'Brien Road
1119,Gordons Road
1117,Te Whau Drive
1115,5 O'Brien Road
1309,Valley Road
1100,Seventh Avenue/The Strand
1050,Sixth Avenue
1101,Fourth Avenue
1103,Sea View Road
1105,Totara Road
1107,Waiheke Golf Course
1109,Museum and Historical Village
1111,Vineyards
1172,Belgium Street
1504,Ostend Domain
1162,Shelley Beach Road
1160,Donald Bruce Road
1181,Donald Bruce Road
1183,Shelley Beach Road
1185,Ostend Domain
1193,Belgium Street
1114,Vineyards
1112,Museum and Historical Village
1110,Waiheke Golf Course
1108,Totara Road
1106,Sea View Road
1104,Tin Boat Reserve
1102,Fourth Avenue/The Strand
1423,Sixth Avenue
1598,Piemelon Bay Road
1212,Belle Terrace Hail and Ride
1208,Garratt Road Hail and Ride
1125,Garratt Road
1210,Belle Terrace
1123,103 Onetangi Road
1124,60 Onetangi Road
1214,The Strand
8044,Stop D St Lukes
8046,St Lukes Road/Sandringham Road
7169,Eden Park
1043,Stop C Valley Road Shops
8978,Mount Eden Normal Primary
8976,Valley Road International Church
7229,Nugent Street
7204,Stop C Westfield Newmarket
7173,Mahuru Street
7226,Nugent Street
1302,Valley Road International Church
1450,Mount Eden Normal Primary
1404,Stop D Valley Road Shops
8304,Walters Road/Sandringham Road
7999,St Lukes Road/Sandringham Road
8098,Walker Park
8099,Walker Park
8014,Wakatipu Street
8016,Alberta Street
8018,Pt Chevalier Road/Pt Chevalier Shops
1846,St Lukes Road/Asquith Avenue
8048,Balmoral Road/Sandringham Road
8050,Bharatiya Mandir Temple
8052,Potters Park
8054,Matipo Street
8056,Henley Road
8038,Stop C Mount Eden/Balmoral Interchange
8060,Kakariki Avenue
8062,Green Lane West/St Andrews Road
1765,Allevia Hospital Ascot
8072,Green Lane East/Peach Parade
8074,Grand View Road
7422,Remuera Road/Remuera Village Shops
7424,Haast Street
7426,Koraha Street
7428,Waiatarua Road
7430,Remuera Road/Meadowbank Road
7432,Blackett Crescent
7434,Purewa Cemetery
7436,Dorchester Street
7438,Truman Street
7440,Summerset St Johns
7442,St Johns College
7444,Simkin Avenue
7446,Cotton Street
7448,Strong Street
7450,Howard Hunter Avenue/Colin Maiden Park
7452,Merton Reserve
8799,Stop A Glen Innes Station
7821,Stop C Glen Innes Station
1474,Stop B Glen Innes Station
7455,Merton Reserve
7453,Howard Hunter Avenue/Colin Maiden Park
7451,Strong Street
7449,Cotton Street
7447,Simkin Avenue
7445,St Johns College
7443,Summerset St Johns
7441,Truman Street
7439,Dorchester Street
7437,Purewa Cemetery
7435,Blackett Crescent
7433,Meadowbank Shopping Centre
7431,Remuera Road/Meadowbank Road
7429,Waiatarua Road
7427,Kelvin Road
7425,Haast Street
7423,Remuera Road/Remuera Village Shops
7421,Ladies Mile
8073,Grand View Road
8071,Green Lane East/Peach Parade
1718,Allevia Hospital Ascot
8063,The Drive
8061,Balmoral Road/St Andrews Road
8059,Kakariki Avenue
8039,Stop D Mount Eden/Balmoral Interchange
8055,Henley Road
8053,Matipo Street
8051,Balmoral Road/Dominion Road
8049,Bharatiya Mandir Temple
8047,Balmoral Road/Sandringham Road
1075,Stop F St Lukes
1845,St Lukes Road/Asquith Avenue
8019,Pt Chevalier Road/Pt Chevalier Shops
8017,Alberta Street
8015,Wakatipu Street
8766,Selwyn Village
1607,Katoa Street
8024,Muripara Avenue
8763,Maranui Avenue
8080,Betty Pyatt Apartments
8028,Mount Albert Unitec Entry 1
8030,Mount Albert Unitec Entry 2
8882,Mount Albert Unitec Entry 3
8032,Gladstone Primary
8034,Benfield Avenue
8812,Mount Albert Presbyterian Church
8814,Kitenui Avenue
8816,Owairaka/Mount Albert
8818,Alberton
8820,Mount Albert Road/Owairaka Avenue Shops
8826,Mount Albert Road/Sandringham Road
8828,Wesley Methodist Church
8830,Mount Albert Road/Mons Avenue
1868,May Road
8832,Mount Albert Road/Dominion Road
8834,Dominion Road School
8836,Scout Avenue
8838,Frost Road
8840,Three Kings Plaza
8842,Mount Eden Road
1832,Mount Smart Road/Moana Avenue
8268,Mt Smart Road/Rockfield Road
8179,Maurice Road
8177,Olive Road
7997,Penrose Station/Station Road
1855,29 Station Road
1022,Rydal Drive
7688,Spooner Lane
7698,Jarman Road
7811,Longford Street
7238,Stop A Sylvia Park
7810,Longford Street
7303,Hamlin Road
1865,Wilson Way
